Text,Label
you’re easy to work with 👀,No
idk don’t make me laugh in public...,No
lowkey send   me  the file later pls… btw you looked really good today,Yes
lmao i’ll loop you into the email 😏,No
lol stoppp  you’re making me smile,Yes
  Ngl I Miss You   ?!,Yes
"   I’M Not Flirting, I’M Just Being Nice  ..",No
  did you pay the bill yet?   🙂,No
idk   you’re a good teammate ?? ✅,No
highkey   what’s your ETA? ,No
i’m trying to be chill but you’re making it hard,Yes
"   thanks for helping earlier, i owe you dinner sometime 😏   ",Yes
"bruh I’M Not Flirting, I’M Just Being Nice 😌",No
"I Like You. Like, Like You 🙃",Yes
you’re making this convo dangerously fun,Yes
I  Keep  Thinking About You Lol 👍,Yes
bet thanks for the update,No
can   you review this PR when you get a chance? 🙏,No
you’re making this convo dangerously fun,Yes
fr what time is the meeting tomorrow?,No
did you pay the bill yet?,No
ngl    can you send me the slides later?   ?!,No
thanks for the update 😌,No
dinner? 1 on 1,Yes
 you’re easy to work with ??,No
I’M FINE 😌 JUST THINKING ABOUT YOU A BIT,Yes
lol You’Re Easy To Work With! 😌,No
You’Ve Got Good Energy In Meetings,No
nice work  on the presentation 😂,No
WE SHOULD HANG SOMETIME… JUST SAYING... 😏,Yes
ngl you’re easy to work with,No
WHAT’S YOUR ETA?..,No
"fr i’m not flirting, i’m just being nice 😭",No
lmao i feel really comfortable with you! ✨,Yes
stoppp that’s hilarious 😂,No
stop being so attractive?!,Yes
Ngl I Miss You,Yes
"   good discussion earlier, thanks    👍",No
thanks for jumping on that quickly,No
sooo appreciate you helping out!,No
what’s your ETA?,No
thanks for the update,No
i like your perspective on this..,No
 are you available for a quick call? ,No
omg      You’Ve Got Good Energy In Meetings   ! 😂,No
can  you send me the slides later?.. 😂,No
tbh good   thinking 😌,No
please confirm the address 😂,No
   don’t make me catch feelings ,Yes
you’ve got good energy in meetings,No
  you’re funny lol   ,No
i’ll loop you into the email,No
we should hang sometime with everyone,No
   please submit the form by friday  ,No
kinda are  you available for a quick call?,No
"i’m not flirting, i’m just being nice",No
send me the file later pls… btw you looked really good today,Yes
"I Like You. Like, Like You",Yes
omg can you send me the slides later?,No
stoppp  that’s   hilarious,No
idk you’ve   got good energy in meetings 👍,No
are you available for a quick call?,No
tbh I  Didn’T Expect To Enjoy This Convo So Much,Yes
please submit the form by friday 👍,No
"i’m trying to be chill, work’s stressing me out",No
dinner? 1 on 1,Yes
lowkey i’m fine   😌 just thinking about you a bit,Yes
"i’m not flirting, i’m just being nice",No
i’m fine 😌 just thinking about you a bit,Yes
you’re trouble 😅??,Yes
  please confirm the address  🙃,No
you’re  really reliable,No
ngl   i’m trying to focus but you’re distracting me   ?! 🤝,Yes
"i’m not flirting, i’m just being nice",No
YOU’RE EASY TO WORK WITH,No
,No
   YOU ALWAYS MESSAGE AT THE RIGHT TIME   ,Yes
ok serious question… when are we hanging out just us 💀,Yes
did you finish the report? also i kinda miss talking to you??,Yes
   I’Ll Loop You Into The Email ,No
ngl SEND ME THE FILE LATER PLS… BTW YOU LOOKED REALLY GOOD TODAY 😂,Yes
please  confirm the address 🤝,No
we should hang sometime with everyone,No
What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After ✨,Yes
   are you available for a quick call?  ,No
kinda      busy tonight but if you’re free i can make time   ,Yes
 please submit the form by friday    🥲,No
ngl you’re a good teammate,No
stop being so attractive...,Yes
  movie night? just you + me  😅,Yes
you handled that well 🙏,No
"I’M Trying To Be Chill, Work’S Stressing Me Out 🥲",No
can you review this PR when you get a chance?,No
  i should sleep but i wanna keep talking to you   👀,Yes
 you’re trouble 😅   🙂,Yes
i didn’t expect to enjoy this convo so much 🙃,Yes
movie night? just you + me,Yes
you’re funny lol!,No
idk you  always message at the right time 💀,Yes
highkey WE SHOULD HANG SOMETIME WITH EVERYONE 👀,No
You’Re Easy To Work With,No
that made my day (thanks for helping)?! 😭,No
this is random but i’m happy we’re talking 👀,Yes
"Good Discussion Earlier, Thanks 🤝",No
   don’t make me laugh in public   ,No
  thanks for jumping on that quickly ,No
let me know once it’s fixed...,No
omg you’re   different  in  a good way 😅,Yes
idk  can you send me the slides later?  ?? ✨,No
we should hang sometime with everyone,No
You Handled That Well 😌,No
send me the file later pls… btw you looked really good today,Yes
I Keep Thinking About You Lol,Yes
lol are you available for a quick call?,No
sooo  THAT’S A SOLID POINT    👀,No
great   job today,No
THAT  MADE   MY DAY (THANKS FOR HELPING)...,No
i keep thinking about you lol 😅,Yes
if you were here you could help me move furniture,No
omg you’ve got good energy in meetings,No
omg WHAT’S  THE   STATUS ON THE TICKET?,No
kinda WE SHOULD HANG SOMETIME… JUST SAYING,Yes
 i should sleep but i wanna keep talking to you  👍,Yes
kinda THAT’S A SOLID POINT,No
bet we should hang sometime with everyone,No
busy   tonight  but  if you’re free i can make time,Yes
STOPPP THAT’S HILARIOUS,No
highkey YOU’VE GOT GOOD ENERGY IN MEETINGS,No
"bet I’M Not Flirting, I’M Just Being Nice",No
can you send me the slides later?,No
"highkey good discussion earlier, thanks",No
"   good discussion earlier, thanks  ..",No
Good Thinking ✅,No
don’t make  me laugh in public.. 🙃,No
i’m  trying to focus but you’re distracting me 🤝,Yes
lmao i’m trying to focus but you’re distracting me,Yes
bet dinner?  1   on 1,Yes
WHAT TIME IS THE MEETING TOMORROW?,No
   CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? ,No
   i   like our talks    👍,Yes
i feel really comfortable with you 😌,Yes
you’re really reliable,No
please submit the form by friday 👀,No
can you send me the slides later?,No
you’re easy to work with,No
"I’M   NOT FLIRTING, I’M JUST BEING NICE??",No
you’re easy to work with,No
 CAN YOU SEND ME THE SLIDES LATER?    😭,No
" Thanks For Helping Earlier, I Owe You Dinner Sometime 😏   👍",Yes
appreciate you helping out 😭,No
"I’M Trying To Be Chill, Work’S Stressing Me Out",No
  SEND ME THE FILE LATER PLS… BTW YOU LOOKED REALLY GOOD TODAY ,Yes
  i’m not flirting… but  ,Yes
good thinking,No
kinda why you so cute tho,Yes
Thanks For Jumping On That Quickly,No
i’ll loop you into the email?? ✅,No
this is random but i’m happy we’re talking,Yes
let me know once it’s fixed,No
sooo    you’re a good teammate ,No
dinner? 1 on 1 🙏,Yes
can you send me the slides later? 😏,No
THAT MADE MY DAY (THANKS FOR HELPING),No
come over if you want 👀! 😌,Yes
Appreciate You Helping Out 😭,No
that made my day (thanks for helping) 😏,No
fr what’s the status on the ticket? 😏,No
fr can you review this PR when you get a chance?,No
don’t make me catch feelings,Yes
i’m trying to focus but you’re distracting me,Yes
"i’m trying to be chill, work’s stressing me out",No
are you   available for a quick call?..,No
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,No
  That’S A Solid Point  !,No
great job today,No
kinda YOU’RE REALLY RELIABLE,No
if you were here you could help me move furniture,No
can you send me the slides later?! 🤝,No
are you available for a quick call?... 😭,No
nah you’re different in a good way..,Yes
nice work on the presentation,No
you’re funny   lol,No
thanks for the update,No
you   make   my  day feel lighter 💀,Yes
Don’T Make Me Catch Feelings,Yes
tbh   I’M Trying To Focus But You’Re Distracting Me  ,Yes
What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After...,Yes
  come over if you want 👀  ...,Yes
please confirm the address,No
"GOOD DISCUSSION EARLIER, THANKS 🙃",No
" i’m trying to be chill, work’s stressing me out  ",No
  what’s your ETA?   ... 😅,No
 i wish you were here rn   !,Yes
i didn’t expect to enjoy this convo so much,Yes
i like our talks,Yes
WHAT TIME IS THE MEETING TOMORROW? 🙂,No
nah Thanks For The Update,No
appreciate you helping out 😭,No
i’m not flirting… but 🙂,Yes
   dinner? 1 on 1 ... 💀,Yes
did you pay the bill yet?..,No
you’re really reliable,No
bruh that made my day (thanks for helping),No
   You’Re A Good Teammate  ,No
can you review this PR when you get a chance? 😅,No
bet   Ok   Serious Question… When Are We Hanging Out Just Us   ,Yes
"  good discussion earlier, thanks   ?? ✨",No
WHAT’S YOUR ETA?,No
"Good Discussion Earlier, Thanks",No
What’S Your Eta? 🙏,No
come over if you want 👀,Yes
   can you send me the slides later?   👍,No
WE  SHOULD HANG SOMETIME… JUST SAYING,Yes
  what time is the meeting tomorrow? lowkey wanna grab coffee w you after  ,Yes
bruh we should hang sometime with everyone,No
movie night? just you + me,Yes
lol what  time  is the meeting tomorrow???,No
did you pay the bill yet?,No
  we should hang sometime with everyone ?!,No
 don’t make me laugh in public ,No
omg WHAT’S YOUR ETA?...,No
tbh    YOU’RE MAKING THIS CONVO DANGEROUSLY FUN  ,Yes
Thanks   For Jumping On That Quickly 👍,No
   I’LL LOOP YOU INTO THE EMAIL ?? 🙂,No
you’re a good teammate,No
    thanks for jumping on that quickly  ,No
you’re easy to work with 💀,No
WHAT’S  THE   STATUS  ON THE TICKET? ✅,No
thanks for the update,No
you handled that well! 😏,No
Are You Available For A Quick Call?,No
  you’re a good teammate   ,No
"good discussion earlier, thanks 😅",No
This Is Random But I’M Happy We’Re Talking,Yes
"i’m not flirting, i’m just being nice",No
Can You Review This Pr When You Get A Chance?,No
 I’M GLAD WE TALK LIKE THIS   ,Yes
send   me  the file later pls… btw you looked really good today 😭,Yes
COME OVER IF YOU WANT 👀,Yes
bet please submit the form by friday 🙏,No
fr can   you send   me the slides later??!,No
  ok you’re kinda cute but whatever  ,Yes
Nice Work On The Presentation 🙏,No
ngl    What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After  ,Yes
bruh    we should hang sometime… just saying  ,Yes
highkey i like your perspective on this,No
 thanks for the update  ,No
YOU’RE MAKING THIS CONVO DANGEROUSLY FUN,Yes
"  I’M NOT FLIRTING, I’M JUST BEING NICE  !",No
   send me the file later pls… btw you looked really good today  ,Yes
did you pay the bill yet?,No
   movie night? just you + me ,Yes
did   you  finish the report? also i kinda miss talking to you,Yes
are you available for a quick call?... 😂,No
WHAT’S THE STATUS ON THE TICKET???,No
i’ll loop you into the email! 🙂,No
it’s nice talking to you,Yes
why you so cute tho...,Yes
YOU’RE A GOOD TEAMMATE!,No
you’re really reliable,No
i’ll loop you into the email! 🙃,No
DON’T MAKE ME CATCH FEELINGS 😅,Yes
highkey what’s the status on the ticket???,No
 let me know once it’s fixed !,No
you free tonight? just us 😏 🥲,Yes
you’re   trouble 😅?? 🙃,Yes
bruh   movie night? just you + me   ! 😅,Yes
sooo i’m glad  we   talk like this,Yes
ok serious question… when are we hanging out just us??,Yes
are you available for a quick call? 😌,No
can you send me the slides later?,No
WHAT TIME IS THE MEETING TOMORROW?,No
Stoppp That’S Hilarious 😌,No
let  me know once it’s fixed! 😏,No
  Don’T Make Me Laugh In Public   ,No
sooo i keep thinking about you lol 😭,Yes
lol did you pay the bill yet?.. 👀,No
Please   Submit   The Form By Friday,No
   you handled that well ?? ✨,No
stoppp that’s hilarious 😂,No
you always message at the right time,Yes
fr   I LIKE YOUR PERSPECTIVE ON THIS  ,No
lowkey let me know once it’s fixed,No
please submit  the   form by friday,No
please submit the form by friday?! 😌,No
Can You Send Me The Slides Later? 👍,No
omg     Please Confirm The Address   ,No
are you available for a quick call?!,No
highkey    please confirm the address  💀,No
DID YOU PAY THE BILL YET? 😌,No
 Busy   Tonight  But If You’Re Free I Can Make Time    😅,Yes
send me the file later pls… btw you looked really good today,Yes
  can you review this PR when you get a chance?  😌,No
i keep thinking about you lol,Yes
i like   our talks,Yes
lmao  i didn’t expect to enjoy this convo so much  ,Yes
"   thanks for helping earlier, i owe you dinner sometime 😏  ",Yes
I WISH YOU WERE HERE RN ✨,Yes
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No
bet can you send me the slides later?,No
you’re easy to work with...,No
WHAT’S THE STATUS ON THE TICKET?,No
"thanks for helping earlier, i owe you dinner sometime 😏",Yes
bet  i’m trying to focus but you’re distracting me  ,Yes
   what’s the status on the ticket?  ,No
   i keep thinking about you lol ,Yes
busy tonight but if you’re free i can make time,Yes
   don’t make me laugh in public  🤝,No
please confirm the address,No
 i’ll loop you into the email   !,No
Stoppp You’Re Making Me Smile 💀,Yes
That Made My Day (Thanks For Helping) ✨,No
did   you pay  the bill yet?,No
  can you send me the slides later? ,No
highkey what  time   is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes
i’ll loop you into the email,No
      please confirm the address  ..,No
what’s the status on the ticket?,No
I DIDN’T EXPECT TO ENJOY THIS CONVO SO MUCH,Yes
don’t make me catch feelings,Yes
please confirm the address,No
   i’m trying to be chill but you’re making it hard  ,Yes
"i’m not flirting, i’m just being nice",No
 please submit the form by friday   ! 👀,No
 you free tonight? just us 😏    ✨,Yes
sooo    what time is the meeting tomorrow?  ... 😭,No
lol You’Re A Good Teammate,No
"i like you. like, like you",Yes
you’re making this convo dangerously fun 👀,Yes
YOU   MAKE   MY DAY FEEL LIGHTER 🙃,Yes
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏.. 🤝",Yes
lmao GOOD THINKING,No
send me the file later pls… btw you looked really good today 🙂,Yes
   if you were here i’d be happier  ?!,Yes
idk That  Made   My Day (Thanks For Helping) 😏,No
lol if you were here you could help me move furniture,No
 Can You Send Me The Slides Later?   ,No
"i’m not flirting, i’m just being nice",No
  WE  SHOULD HANG SOMETIME WITH EVERYONE ,No
  YOU’VE GOT GOOD ENERGY IN MEETINGS   😏,No
sooo ok you’re kinda cute but whatever??,Yes
i like your perspective on this 🙏,No
i should  sleep but i wanna keep talking to you,Yes
omg You’Re Making This Convo Dangerously Fun,Yes
"thanks   for helping earlier, i owe you dinner sometime 😏",Yes
lowkey I LIKE OUR TALKS,Yes
   don’t make me laugh in public   😅,No
bruh STOP BEING SO ATTRACTIVE,Yes
sooo    i’m trying to be chill but you’re making it hard  😌,Yes
tbh please confirm the address,No
thanks for jumping on that quickly,No
   are you available for a quick call?    😅,No
idk   DON’T MAKE ME CATCH FEELINGS ,Yes
you’re easy to work with 😏,No
 you explain things clearly  💀,No
bet  i’ll loop you into the email ,No
  you’re a good teammate  ,No
did you finish the report? also i kinda miss talking to you..,Yes
this is random but i’m happy we’re talking... ✨,Yes
this is random but i’m happy we’re talking,Yes
nah THANKS FOR THE UPDATE??,No
"i’m trying to be chill, work’s stressing me out 🙃",No
I’M Fine 😌 Just Thinking About You A Bit??,Yes
appreciate you helping out 😭,No
I Wish You Were Here Rn,Yes
Thanks For Jumping On That Quickly 😌,No
That’S A Solid Point,No
I’M Fine 😌 Just Thinking About You A Bit,Yes
what   time is the meeting tomorrow?,No
fr you make my day feel lighter 😭,Yes
"thanks  for helping earlier, i owe you dinner sometime 😏",Yes
dinner? 1 on 1,Yes
nah    can you send me the slides later? ...,No
you explain things clearly,No
can you review this PR when you get a chance?,No
nah Let Me Know Once It’S Fixed,No
what  time is the meeting tomorrow? 😌,No
PLEASE CONFIRM THE ADDRESS 👀,No
"omg I’M Trying To Be Chill, Work’S Stressing Me Out 😌",No
what’s your ETA?,No
THANKS FOR JUMPING ON THAT QUICKLY,No
good thinking,No
tbh thanks for jumping on that quickly,No
  that made my day (thanks for helping)   ,No
you’re really reliable ✨,No
idk let me know once it’s fixed,No
CAN YOU SEND ME THE SLIDES LATER?,No
did you pay the bill yet? 🥲,No
nah you’re really reliable,No
you always message at the right time,Yes
 can you send me the slides later?  ,No
bet you’re kinda becoming my favourite notification,Yes
  YOU’RE KINDA BECOMING MY FAVOURITE NOTIFICATION ,Yes
   if you were here you could help me move furniture ,No
please confirm the address,No
Don’T Make Me Catch Feelings 👍,Yes
      we  should hang sometime with everyone ,No
ngl we should hang sometime with everyone...,No
   please confirm the address    😏,No
stop being so attractive 💀,Yes
 I’Ll Loop You Into The Email  ??,No
nah you’re different in a good way,Yes
 if you were here you could help me move furniture  ,No
"thanks for helping earlier, i owe you dinner sometime 😏",Yes
  if you were here i’d be happier ,Yes
what time is the meeting tomorrow? 👍,No
"  thanks for helping earlier, i owe you dinner sometime 😏   ! 😌",Yes
did you pay the bill yet? 😭,No
ok you’re kinda cute but whatever,Yes
 I’LL LOOP YOU INTO THE EMAIL  🙂,No
you always message at the right time 👀,Yes
i like our talks,Yes
did you finish the report? also i kinda miss talking to you?!,Yes
NGL I MISS YOU,Yes
highkey it’s nice talking to you 👍,Yes
lmao    let me know once it’s fixed    😭,No
DID YOU FINISH THE REPORT? ALSO I KINDA MISS TALKING TO YOU,Yes
GOOD THINKING,No
can you review this PR when you get a chance?,No
ngl  thanks for the update  ,No
i’m trying to focus but you’re distracting me..,Yes
"   i’m trying to be chill, work’s stressing me out  ",No
can you review this PR when you get a chance? 😭,No
you’re easy to work with,No
     that made my day (thanks for helping)    🥲,No
highkey    I LIKE YOUR PERSPECTIVE ON THIS   ,No
  i didn’t expect to enjoy this convo so much  ,Yes
what time is the meeting tomorrow?,No
bet      your feedback was really helpful  ✅,No
NICE WORK ON THE PRESENTATION..,No
   let  me   know once it’s fixed  ,No
I’M Trying To Be Chill But You’Re Making It Hard,Yes
great job today,No
  let me know once it’s fixed ,No
what’s your ETA? 😭,No
you make my day feel lighter...,Yes
omg WHAT TIME IS THE MEETING TOMORROW???,No
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes
nah if you were here you could help me move furniture 😂,No
   WHY YOU SO CUTE THO   ,Yes
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU,Yes
lol ngl i miss you.. 😂,Yes
thanks,
nice work on the presentation,No
i’m trying to focus but you’re distracting me,Yes
That’S A Solid Point 😌,No
I’Ll Loop You Into The Email 👍,No
we should hang sometime with everyone 😌,No
We Should Hang Sometime With Everyone,No
good thinking?!,No
   you handled that well  ,No
"good discussion earlier, thanks",No
what time is the meeting tomorrow?,No
ok serious question… when are we hanging out just us,Yes
lowkey   i keep thinking about you lol    😌,Yes
can you review this PR when you get a chance?...,No
did you finish the report? also i kinda miss talking to you 🤝,Yes
     CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? !,No
idk    send me the file later pls… btw you looked really good today   ,Yes
omg What’S The Status On The Ticket? 😏,No
nah i’m fine 😌 just thinking about you a bit,Yes
thanks for the update,No
you’ve   got  good  energy in meetings,No
i wish you were here rn?!,Yes
what’s the status on the ticket??? 🙂,No
"good discussion earlier, thanks",No
SEND ME THE FILE LATER PLS… BTW YOU LOOKED REALLY GOOD TODAY?!,Yes
sooo what time is the meeting tomorrow?,No
i didn’t expect to enjoy this convo so much,Yes
idk  can you send me the slides later?  !,No
"i’m trying to be chill, work’s stressing me out?? 🙃",No
i keep thinking about you lol,Yes
tbh great job today! 😭,No
if you were here you could help me move furniture 🤝,Yes
did you finish the report? also i kinda miss talking to you,Yes
ngl i   feel really comfortable with you??,Yes
lol   this is random but i’m happy we’re talking   ,Yes
great job today,No
we should hang sometime with everyone,No
you explain things clearly?!,No
"  I’M NOT FLIRTING, I’M JUST BEING NICE ",No
please confirm the address.. 🥲,No
 can you review this PR when you get a chance? ,No
sooo why you so cute tho 🙃,Yes
YOU HANDLED THAT WELL,No
WHAT TIME IS THE MEETING TOMORROW?,No
   You’Re Making This Convo Dangerously Fun   ,Yes
   send  me   the file later pls… btw you looked really good today   ,Yes
i’m trying to focus but you’re distracting me,Yes
let me know once it’s fixed!,No
ngl you’re easy to work with.. 😅,No
fr you’re a good teammate,No
nah  ok serious question… when are we hanging out just us  🥲,Yes
what’s your ETA?,No
are you available for a quick call?,No
I Wish You Were Here Rn 😅,Yes
Thanks  For Jumping On That Quickly,No
what’s the status on the ticket? 😌,No
 why you so cute tho ,Yes
   you’re really reliable ,No
  if you were here you could help me move furniture ,No
OK SERIOUS QUESTION… WHEN ARE WE HANGING OUT JUST US ✨,Yes
"good  discussion  earlier, thanks 🙃",No
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏 😂",Yes
you’re funny lol,No
  please submit the form by friday ,No
  i  like our talks  ,Yes
I  FEEL REALLY COMFORTABLE WITH YOU,Yes
   if you were here you could help me move furniture  ,No
nice work on the presentation ✨,No
tbh    you’re trouble 😅    ✨,Yes
lol please confirm the address,No
    i should sleep but i wanna keep talking to you  ,Yes
what’s your ETA?,No
"good discussion earlier, thanks",No
"I’M Trying To Be Chill, Work’S Stressing Me Out..",No
you handled that well 🙏,No
if you were here you could help me move furniture!,No
You’Re Different In A Good Way,Yes
 send me the file later pls… btw you looked really good today    😂,Yes
omg      you’re really reliable ??,No
you’re really reliable?!,No
bruh  i’m trying to be chill but you’re making it hard  ,Yes
you’re trouble 😅 🤝,Yes
dinner? 1 on 1 🥲,Yes
Ok You’Re   Kinda Cute But Whatever,Yes
 i’ll loop you into the email   ,No
  I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU ,Yes
 It’S Nice Talking To You  ,Yes
you’re trouble 😅,Yes
thanks   for jumping on that quickly,No
fr    you handled that well   ,No
what’s the status on the ticket? ✅,No
you explain things clearly...,No
  PLEASE CONFIRM THE ADDRESS ,No
 if you were here you could help me move furniture  💀,No
can you send me the slides later?,No
did you finish the report? also i kinda miss talking to you?!,Yes
"fr i’m not flirting, i’m just being nice 😭",No
busy tonight but if you’re free i can make time 😭,Yes
    i’ll loop you into the email   🤝,No
PLEASE CONFIRM THE ADDRESS,No
 WHAT TIME IS THE MEETING TOMORROW? ,No
we  should  hang sometime… just saying,Yes
bruh good thinking?! 👍,No
  please confirm the address   ,No
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏 💀",Yes
ngl nice work on the presentation 💀,No
good  thinking,No
why you so cute tho,Yes
you’re really reliable,No
stoppp that’s  hilarious,No
CAN YOU SEND ME THE SLIDES LATER? 🥲,No
i’ll loop you into the email,No
   you make my day feel lighter   ?? 🤝,Yes
you always message at the right time,Yes
idk CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE???,No
did you finish the report? also i kinda miss talking to you 💀,Yes
lmao can you review this PR when you get a chance?!,No
Why You So Cute Tho 💀,Yes
"good discussion earlier, thanks",No
I  SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU,Yes
WHAT TIME IS THE MEETING TOMORROW?,No
Did You Pay The Bill Yet??! 😌,No
  what time is the meeting tomorrow? lowkey wanna grab coffee w you after   😏,Yes
highkey you’re a good teammate,No
omg    what’s your ETA?  ??,No
idk    I’LL LOOP YOU INTO THE EMAIL ...,No
sooo YOU HANDLED THAT WELL??,No
omg you free tonight? just us 😏,Yes
you’re trouble 😅,Yes
  can you send me the slides later? ,No
This Is Random But I’M Happy We’Re Talking,Yes
   I Like Our Talks  ...,Yes
omg Are You Available For A Quick Call? 👍,No
 i feel really comfortable with you  😭,Yes
bruh    please confirm the address  ?!,No
lmao you make my day feel lighter,Yes
I Keep Thinking About You Lol 😭,Yes
   If You Were Here I’D Be Happier  😌,Yes
that’s a solid point 👀,No
i feel really comfortable with you,Yes
It’S Nice Talking To You,Yes
i should sleep but i wanna keep talking to you.. 🙂,Yes
idk  please confirm the address ,No
nah    i’m fine 😌 just thinking about you a bit ,Yes
omg i keep thinking about you lol??,Yes
  i didn’t expect to enjoy this convo so much  ...,Yes
you’ve  got good energy in meetings 🙃,No
idk don’t make me laugh in public 👀,No
 you’re making this convo dangerously fun   ,Yes
let me know once it’s fixed,No
you’re   funny   lol,No
you’re different in a good way,Yes
come over if you want 👀 💀,Yes
You’Ve Got Good Energy In Meetings 🤝,No
  if you were here you could help me move furniture ,No
  COME OVER IF YOU WANT 👀   🥲,Yes
 Ngl   I Miss You  ,Yes
what’s the status on the ticket? ✅,No
you’re kinda becoming my favourite notification,Yes
tbh    Don’T Make Me Catch Feelings  ,Yes
,Yes
highkey    CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?   ,No
stop being so attractive,Yes
omg did you finish the report? also i kinda miss talking to you...,Yes
IT’S NICE TALKING TO YOU,Yes
    your feedback was really helpful    👀,No
we should hang sometime with everyone,No
i’m glad we talk like this,Yes
sooo   did you pay the bill yet? ,No
"ngl Good  Discussion Earlier, Thanks",No
you’re  easy to work with 🤝,No
  we should hang sometime with everyone  ,No
you’re easy to work with 😏,No
lowkey your feedback was really helpful,No
 can you review this PR when you get a chance?   ,No
 this is random but i’m happy we’re talking  ,Yes
"   good discussion earlier, thanks  ",No
let me  know  once it’s fixed,No
stop being so attractive 🙃,Yes
bet send me the file later pls… btw you looked really good today,Yes
highkey you’re a good teammate 🙏,No
sooo it’s nice talking to you..,Yes
lol send   me the file later pls… btw you looked really good today,Yes
highkey great job today,No
  Thanks For The Update   .. 👀,No
   i’m fine 😌 just thinking about you a bit  ,Yes
  can   you review this PR when you get a chance? ,No
bruh thanks for the update 😌,No
thanks for jumping on that quickly,No
YOU’VE GOT GOOD ENERGY IN MEETINGS 😏,No
i feel really comfortable with you,Yes
come over if you want 👀,Yes
omg   send me  the file later pls… btw you looked really good today    🥲,Yes
nice work on the presentation..,No
  Stop Being So Attractive ,Yes
tbh can you send me the slides later??! 👍,No
i didn’t expect to enjoy this convo so much??,Yes
highkey i should sleep but i wanna keep talking to you,Yes
what time is the meeting tomorrow?,No
thanks for the update,No
   PLEASE SUBMIT THE FORM BY FRIDAY  ,No
i’m fine 😌 just thinking about you a bit 😅,Yes
did you pay the bill yet? 😌,No
lmao CAN YOU SEND ME THE SLIDES LATER?,No
 you’re really reliable  ..,No
Can You Review This Pr When You Get A Chance?..,No
That Made My Day (Thanks For Helping) 🥲,No
  Can You Send Me The Slides Later?   ??,No
Please Submit The Form By Friday,No
 Thanks   For  The Update  ,No
   you make my day feel lighter   ,Yes
Can You Review This Pr When You Get A Chance?,No
 i’m fine 😌 just thinking about you a bit   😅,Yes
I’Ll Loop You Into The Email,No
what’s your ETA? 🙏,No
Don’T Make Me Laugh In Public 🙏,No
i’m trying to focus but you’re distracting me,Yes
highkey did you pay the bill yet?,No
YOU’RE TROUBLE 😅 💀,Yes
please confirm the address,No
I Keep Thinking About You Lol?! 👍,Yes
what time   is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes
stop  being so attractive,Yes
"I’M  Not Flirting, I’M Just Being Nice",No
  OK   YOU’RE KINDA CUTE BUT WHATEVER   !,Yes
I’M TRYING TO BE CHILL BUT YOU’RE MAKING IT HARD,Yes
are you available for a quick call? 🙃,No
omg Nice Work On The Presentation,No
i’ll loop you into the email,No
bruh   appreciate you helping out .. ✨,No
Let Me Know Once It’S Fixed??,No
you handled that well,No
what’s your ETA?,No
ngl Did You Pay The Bill Yet? 😭,No
I’M Fine 😌 Just Thinking About You A Bit??,Yes
  what’s the status on the ticket?   ,No
thanks for jumping on that quickly??,No
DINNER? 1 ON 1..,Yes
you’re really reliable,No
bruh  if you were here i’d be happier    😅,Yes
please confirm the address,No
       you free tonight? just us 😏   ,Yes
your  feedback was really helpful,No
you’re really reliable,No
  did you finish the report? also i kinda miss talking to you   ✅,Yes
ngl i’ll loop you into the email,No
GOOD THINKING,No
i’ll loop you into the email.. 🙃,No
don’t make me laugh in public,No
busy tonight but if you’re free i can make time,Yes
please submit the form by friday 🙃,No
kinda you’re making this convo dangerously fun,Yes
i didn’t expect to enjoy this convo so much,Yes
stop being so attractive,Yes
bruh i’ll loop you into the email...,No
fr did  you   pay   the bill yet?,No
   GREAT JOB TODAY   ,No
highkey    ARE YOU AVAILABLE FOR A QUICK CALL? !,No
fr Ok You’Re Kinda Cute But Whatever 😭,Yes
Don’T   Make  Me Catch Feelings,Yes
YOU ALWAYS MESSAGE AT THE RIGHT TIME,Yes
highkey  DID YOU FINISH THE REPORT? ALSO I KINDA MISS TALKING TO YOU   ?! 😏,Yes
what’s the status on the ticket?,No
"   thanks for helping earlier, i owe you dinner sometime 😏   ",Yes
don’t make me laugh in public,No
"lowkey    good discussion earlier, thanks   👍",No
LET ME KNOW ONCE IT’S FIXED,No
   WHAT’S YOUR ETA?   ,No
lowkey you’re  easy   to   work with,No
are you available for a quick call?,No
NGL I MISS YOU,Yes
