Text,Label,label
WE SHOULD HANG SOMETIME… JUST SAYING... 😏,Yes,1.0
ngl you’re easy to work with,No,0.0
WHAT’S YOUR ETA?..,No,0.0
"fr i’m not flirting, i’m just being nice 😭",No,0.0
lmao i feel really comfortable with you! ✨,Yes,1.0
stop being so attractive?!,Yes,1.0
"good discussion earlier, thanks 👍",No,0.0
sooo appreciate you helping out!,No,0.0
i like your perspective on this..,No,0.0
omg You’Ve Got Good Energy In Meetings ! 😂,No,0.0
can you send me the slides later?.. 😂,No,0.0
tbh good thinking 😌,No,0.0
please confirm the address 😂,No,0.0
don’t make me catch feelings,Yes,1.0
you’re funny lol,No,0.0
kinda are you available for a quick call?,No,0.0
send me the file later pls… btw you looked really good today,Yes,1.0
"I Like You. Like, Like You",Yes,1.0
omg can you send me the slides later?,No,0.0
stoppp that’s hilarious,No,0.0
idk you’ve got good energy in meetings 👍,No,0.0
tbh I Didn’T Expect To Enjoy This Convo So Much,Yes,1.0
lowkey i’m fine 😌 just thinking about you a bit,Yes,1.0
you’re trouble 😅??,Yes,1.0
please confirm the address 🙃,No,0.0
you’re really reliable,No,0.0
ngl i’m trying to focus but you’re distracting me ?! 🤝,Yes,1.0
nan,No,0.0
YOU ALWAYS MESSAGE AT THE RIGHT TIME,Yes,1.0
ok serious question… when are we hanging out just us 💀,Yes,1.0
did you finish the report? also i kinda miss talking to you??,Yes,1.0
I’Ll Loop You Into The Email,No,0.0
ngl SEND ME THE FILE LATER PLS… BTW YOU LOOKED REALLY GOOD TODAY 😂,Yes,1.0
please confirm the address 🤝,No,0.0
What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After ✨,Yes,1.0
are you available for a quick call?,No,0.0
kinda busy tonight but if you’re free i can make time,Yes,1.0
please submit the form by friday 🥲,No,0.0
ngl you’re a good teammate,No,0.0
stop being so attractive...,Yes,1.0
movie night? just you + me 😅,Yes,1.0
you handled that well 🙏,No,0.0
"I’M Trying To Be Chill, Work’S Stressing Me Out 🥲",No,0.0
i should sleep but i wanna keep talking to you 👀,Yes,1.0
you’re trouble 😅 🙂,Yes,1.0
i didn’t expect to enjoy this convo so much 🙃,Yes,1.0
you’re funny lol!,No,0.0
idk you always message at the right time 💀,Yes,1.0
highkey WE SHOULD HANG SOMETIME WITH EVERYONE 👀,No,0.0
You’Re Easy To Work With,No,0.0
that made my day (thanks for helping)?! 😭,No,0.0
this is random but i’m happy we’re talking 👀,Yes,1.0
"Good Discussion Earlier, Thanks 🤝",No,0.0
don’t make me laugh in public,No,0.0
thanks for jumping on that quickly,No,0.0
let me know once it’s fixed...,No,0.0
omg you’re different in a good way 😅,Yes,1.0
idk can you send me the slides later? ?? ✨,No,0.0
You Handled That Well 😌,No,0.0
lol are you available for a quick call?,No,0.0
sooo THAT’S A SOLID POINT 👀,No,0.0
THAT MADE MY DAY (THANKS FOR HELPING)...,No,0.0
i keep thinking about you lol 😅,Yes,1.0
omg you’ve got good energy in meetings,No,0.0
omg WHAT’S THE STATUS ON THE TICKET?,No,0.0
kinda WE SHOULD HANG SOMETIME… JUST SAYING,Yes,1.0
i should sleep but i wanna keep talking to you 👍,Yes,1.0
kinda THAT’S A SOLID POINT,No,0.0
busy tonight but if you’re free i can make time,Yes,1.0
STOPPP THAT’S HILARIOUS,No,0.0
highkey YOU’VE GOT GOOD ENERGY IN MEETINGS,No,0.0
"bet I’M Not Flirting, I’M Just Being Nice",No,0.0
"highkey good discussion earlier, thanks",No,0.0
"good discussion earlier, thanks ..",No,0.0
Good Thinking ✅,No,0.0
don’t make me laugh in public.. 🙃,No,0.0
i’m trying to focus but you’re distracting me 🤝,Yes,1.0
lmao i’m trying to focus but you’re distracting me,Yes,1.0
bet dinner? 1 on 1,Yes,1.0
WHAT TIME IS THE MEETING TOMORROW?,No,0.0
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No,0.0
i like our talks 👍,Yes,1.0
i feel really comfortable with you 😌,Yes,1.0
"I’M NOT FLIRTING, I’M JUST BEING NICE??",No,0.0
CAN YOU SEND ME THE SLIDES LATER? 😭,No,0.0
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏 👍",Yes,1.0
appreciate you helping out 😭,No,0.0
"I’M Trying To Be Chill, Work’S Stressing Me Out",No,0.0
SEND ME THE FILE LATER PLS… BTW YOU LOOKED REALLY GOOD TODAY,Yes,1.0
i’m not flirting… but,Yes,1.0
kinda why you so cute tho,Yes,1.0
i’ll loop you into the email?? ✅,No,0.0
sooo you’re a good teammate,No,0.0
dinner? 1 on 1 🙏,Yes,1.0
come over if you want 👀! 😌,Yes,1.0
Appreciate You Helping Out 😭,No,0.0
that made my day (thanks for helping) 😏,No,0.0
fr what’s the status on the ticket? 😏,No,0.0
fr can you review this PR when you get a chance?,No,0.0
are you available for a quick call?..,No,0.0
That’S A Solid Point !,No,0.0
kinda YOU’RE REALLY RELIABLE,No,0.0
can you send me the slides later?! 🤝,No,0.0
are you available for a quick call?... 😭,No,0.0
nah you’re different in a good way..,Yes,1.0
you’re funny lol,No,0.0
you make my day feel lighter 💀,Yes,1.0
tbh I’M Trying To Focus But You’Re Distracting Me,Yes,1.0
What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After...,Yes,1.0
come over if you want 👀 ...,Yes,1.0
"GOOD DISCUSSION EARLIER, THANKS 🙃",No,0.0
"i’m trying to be chill, work’s stressing me out",No,0.0
what’s your ETA? ... 😅,No,0.0
i wish you were here rn !,Yes,1.0
WHAT TIME IS THE MEETING TOMORROW? 🙂,No,0.0
nah Thanks For The Update,No,0.0
i’m not flirting… but 🙂,Yes,1.0
dinner? 1 on 1 ... 💀,Yes,1.0
bruh that made my day (thanks for helping),No,0.0
You’Re A Good Teammate,No,0.0
can you review this PR when you get a chance? 😅,No,0.0
bet Ok Serious Question… When Are We Hanging Out Just Us,Yes,1.0
"good discussion earlier, thanks ?? ✨",No,0.0
"Good Discussion Earlier, Thanks",No,0.0
What’S Your Eta? 🙏,No,0.0
can you send me the slides later? 👍,No,0.0
WE SHOULD HANG SOMETIME… JUST SAYING,Yes,1.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
bruh we should hang sometime with everyone,No,0.0
lol what time is the meeting tomorrow???,No,0.0
we should hang sometime with everyone ?!,No,0.0
don’t make me laugh in public,No,0.0
omg WHAT’S YOUR ETA?...,No,0.0
tbh YOU’RE MAKING THIS CONVO DANGEROUSLY FUN,Yes,1.0
Thanks For Jumping On That Quickly 👍,No,0.0
I’LL LOOP YOU INTO THE EMAIL ?? 🙂,No,0.0
thanks for jumping on that quickly,No,0.0
you’re easy to work with 💀,No,0.0
WHAT’S THE STATUS ON THE TICKET? ✅,No,0.0
you handled that well! 😏,No,0.0
Are You Available For A Quick Call?,No,0.0
you’re a good teammate,No,0.0
"good discussion earlier, thanks 😅",No,0.0
Can You Review This Pr When You Get A Chance?,No,0.0
I’M GLAD WE TALK LIKE THIS,Yes,1.0
send me the file later pls… btw you looked really good today 😭,Yes,1.0
COME OVER IF YOU WANT 👀,Yes,1.0
bet please submit the form by friday 🙏,No,0.0
fr can you send me the slides later??!,No,0.0
ok you’re kinda cute but whatever,Yes,1.0
Nice Work On The Presentation 🙏,No,0.0
ngl What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After,Yes,1.0
bruh we should hang sometime… just saying,Yes,1.0
"I’M NOT FLIRTING, I’M JUST BEING NICE !",No,0.0
send me the file later pls… btw you looked really good today,Yes,1.0
movie night? just you + me,Yes,1.0
did you finish the report? also i kinda miss talking to you,Yes,1.0
are you available for a quick call?... 😂,No,0.0
WHAT’S THE STATUS ON THE TICKET???,No,0.0
i’ll loop you into the email! 🙂,No,0.0
why you so cute tho...,Yes,1.0
YOU’RE A GOOD TEAMMATE!,No,0.0
i’ll loop you into the email! 🙃,No,0.0
DON’T MAKE ME CATCH FEELINGS 😅,Yes,1.0
highkey what’s the status on the ticket???,No,0.0
let me know once it’s fixed !,No,0.0
you free tonight? just us 😏 🥲,Yes,1.0
you’re trouble 😅?? 🙃,Yes,1.0
bruh movie night? just you + me ! 😅,Yes,1.0
sooo i’m glad we talk like this,Yes,1.0
ok serious question… when are we hanging out just us??,Yes,1.0
are you available for a quick call? 😌,No,0.0
Stoppp That’S Hilarious 😌,No,0.0
let me know once it’s fixed! 😏,No,0.0
Don’T Make Me Laugh In Public,No,0.0
sooo i keep thinking about you lol 😭,Yes,1.0
lol did you pay the bill yet?.. 👀,No,0.0
Please Submit The Form By Friday,No,0.0
you handled that well ?? ✨,No,0.0
you always message at the right time,Yes,1.0
fr I LIKE YOUR PERSPECTIVE ON THIS,No,0.0
lowkey let me know once it’s fixed,No,0.0
please submit the form by friday,No,0.0
please submit the form by friday?! 😌,No,0.0
Can You Send Me The Slides Later? 👍,No,0.0
omg Please Confirm The Address,No,0.0
are you available for a quick call?!,No,0.0
highkey please confirm the address 💀,No,0.0
DID YOU PAY THE BILL YET? 😌,No,0.0
Busy Tonight But If You’Re Free I Can Make Time 😅,Yes,1.0
can you review this PR when you get a chance? 😌,No,0.0
i like our talks,Yes,1.0
lmao i didn’t expect to enjoy this convo so much,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
I WISH YOU WERE HERE RN ✨,Yes,1.0
bet can you send me the slides later?,No,0.0
you’re easy to work with...,No,0.0
bet i’m trying to focus but you’re distracting me,Yes,1.0
what’s the status on the ticket?,No,0.0
i keep thinking about you lol,Yes,1.0
don’t make me laugh in public 🤝,No,0.0
i’ll loop you into the email !,No,0.0
Stoppp You’Re Making Me Smile 💀,Yes,1.0
That Made My Day (Thanks For Helping) ✨,No,0.0
did you pay the bill yet?,No,0.0
can you send me the slides later?,No,0.0
highkey what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
please confirm the address ..,No,0.0
i’m trying to be chill but you’re making it hard,Yes,1.0
please submit the form by friday ! 👀,No,0.0
you free tonight? just us 😏 ✨,Yes,1.0
sooo what time is the meeting tomorrow? ... 😭,No,0.0
lol You’Re A Good Teammate,No,0.0
you’re making this convo dangerously fun 👀,Yes,1.0
YOU MAKE MY DAY FEEL LIGHTER 🙃,Yes,1.0
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏.. 🤝",Yes,1.0
lmao GOOD THINKING,No,0.0
send me the file later pls… btw you looked really good today 🙂,Yes,1.0
if you were here i’d be happier ?!,Yes,1.0
idk That Made My Day (Thanks For Helping) 😏,No,0.0
lol if you were here you could help me move furniture,No,0.0
Can You Send Me The Slides Later?,No,0.0
WE SHOULD HANG SOMETIME WITH EVERYONE,No,0.0
YOU’VE GOT GOOD ENERGY IN MEETINGS 😏,No,0.0
sooo ok you’re kinda cute but whatever??,Yes,1.0
i like your perspective on this 🙏,No,0.0
i should sleep but i wanna keep talking to you,Yes,1.0
omg You’Re Making This Convo Dangerously Fun,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
lowkey I LIKE OUR TALKS,Yes,1.0
don’t make me laugh in public 😅,No,0.0
bruh STOP BEING SO ATTRACTIVE,Yes,1.0
sooo i’m trying to be chill but you’re making it hard 😌,Yes,1.0
tbh please confirm the address,No,0.0
are you available for a quick call? 😅,No,0.0
idk DON’T MAKE ME CATCH FEELINGS,Yes,1.0
you’re easy to work with 😏,No,0.0
you explain things clearly 💀,No,0.0
bet i’ll loop you into the email,No,0.0
you’re a good teammate,No,0.0
did you finish the report? also i kinda miss talking to you..,Yes,1.0
this is random but i’m happy we’re talking... ✨,Yes,1.0
nah THANKS FOR THE UPDATE??,No,0.0
"i’m trying to be chill, work’s stressing me out 🙃",No,0.0
I’M Fine 😌 Just Thinking About You A Bit??,Yes,1.0
I Wish You Were Here Rn,Yes,1.0
Thanks For Jumping On That Quickly 😌,No,0.0
That’S A Solid Point,No,0.0
I’M Fine 😌 Just Thinking About You A Bit,Yes,1.0
what time is the meeting tomorrow?,No,0.0
fr you make my day feel lighter 😭,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
nah can you send me the slides later? ...,No,0.0
nah Let Me Know Once It’S Fixed,No,0.0
what time is the meeting tomorrow? 😌,No,0.0
PLEASE CONFIRM THE ADDRESS 👀,No,0.0
"omg I’M Trying To Be Chill, Work’S Stressing Me Out 😌",No,0.0
tbh thanks for jumping on that quickly,No,0.0
you’re really reliable ✨,No,0.0
idk let me know once it’s fixed,No,0.0
CAN YOU SEND ME THE SLIDES LATER?,No,0.0
did you pay the bill yet? 🥲,No,0.0
nah you’re really reliable,No,0.0
bet you’re kinda becoming my favourite notification,Yes,1.0
YOU’RE KINDA BECOMING MY FAVOURITE NOTIFICATION,Yes,1.0
if you were here you could help me move furniture,No,0.0
Don’T Make Me Catch Feelings 👍,Yes,1.0
we should hang sometime with everyone,No,0.0
ngl we should hang sometime with everyone...,No,0.0
please confirm the address 😏,No,0.0
stop being so attractive 💀,Yes,1.0
I’Ll Loop You Into The Email ??,No,0.0
nah you’re different in a good way,Yes,1.0
if you were here i’d be happier,Yes,1.0
what time is the meeting tomorrow? 👍,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏 ! 😌",Yes,1.0
did you pay the bill yet? 😭,No,0.0
I’LL LOOP YOU INTO THE EMAIL 🙂,No,0.0
you always message at the right time 👀,Yes,1.0
NGL I MISS YOU,Yes,1.0
highkey it’s nice talking to you 👍,Yes,1.0
lmao let me know once it’s fixed 😭,No,0.0
DID YOU FINISH THE REPORT? ALSO I KINDA MISS TALKING TO YOU,Yes,1.0
ngl thanks for the update,No,0.0
i’m trying to focus but you’re distracting me..,Yes,1.0
"i’m trying to be chill, work’s stressing me out",No,0.0
can you review this PR when you get a chance? 😭,No,0.0
that made my day (thanks for helping) 🥲,No,0.0
highkey I LIKE YOUR PERSPECTIVE ON THIS,No,0.0
bet your feedback was really helpful ✅,No,0.0
NICE WORK ON THE PRESENTATION..,No,0.0
let me know once it’s fixed,No,0.0
let me know once it’s fixed,No,0.0
you make my day feel lighter...,Yes,1.0
omg WHAT TIME IS THE MEETING TOMORROW???,No,0.0
nah if you were here you could help me move furniture 😂,No,0.0
WHY YOU SO CUTE THO,Yes,1.0
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU,Yes,1.0
lol ngl i miss you.. 😂,Yes,1.0
That’S A Solid Point 😌,No,0.0
I’Ll Loop You Into The Email 👍,No,0.0
we should hang sometime with everyone 😌,No,0.0
good thinking?!,No,0.0
you handled that well,No,0.0
lowkey i keep thinking about you lol 😌,Yes,1.0
can you review this PR when you get a chance?...,No,0.0
did you finish the report? also i kinda miss talking to you 🤝,Yes,1.0
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? !,No,0.0
idk send me the file later pls… btw you looked really good today,Yes,1.0
omg What’S The Status On The Ticket? 😏,No,0.0
nah i’m fine 😌 just thinking about you a bit,Yes,1.0
you’ve got good energy in meetings,No,0.0
i wish you were here rn?!,Yes,1.0
what’s the status on the ticket??? 🙂,No,0.0
SEND ME THE FILE LATER PLS… BTW YOU LOOKED REALLY GOOD TODAY?!,Yes,1.0
sooo what time is the meeting tomorrow?,No,0.0
idk can you send me the slides later? !,No,0.0
"i’m trying to be chill, work’s stressing me out?? 🙃",No,0.0
tbh great job today! 😭,No,0.0
if you were here you could help me move furniture 🤝,Yes,1.0
ngl i feel really comfortable with you??,Yes,1.0
lol this is random but i’m happy we’re talking,Yes,1.0
you explain things clearly?!,No,0.0
"I’M NOT FLIRTING, I’M JUST BEING NICE",No,0.0
please confirm the address.. 🥲,No,0.0
can you review this PR when you get a chance?,No,0.0
sooo why you so cute tho 🙃,Yes,1.0
You’Re Making This Convo Dangerously Fun,Yes,1.0
send me the file later pls… btw you looked really good today,Yes,1.0
let me know once it’s fixed!,No,0.0
ngl you’re easy to work with.. 😅,No,0.0
fr you’re a good teammate,No,0.0
nah ok serious question… when are we hanging out just us 🥲,Yes,1.0
I Wish You Were Here Rn 😅,Yes,1.0
Thanks For Jumping On That Quickly,No,0.0
why you so cute tho,Yes,1.0
you’re really reliable,No,0.0
OK SERIOUS QUESTION… WHEN ARE WE HANGING OUT JUST US ✨,Yes,1.0
"good discussion earlier, thanks 🙃",No,0.0
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏 😂",Yes,1.0
i like our talks,Yes,1.0
I FEEL REALLY COMFORTABLE WITH YOU,Yes,1.0
if you were here you could help me move furniture,No,0.0
nice work on the presentation ✨,No,0.0
tbh you’re trouble 😅 ✨,Yes,1.0
lol please confirm the address,No,0.0
i should sleep but i wanna keep talking to you,Yes,1.0
"I’M Trying To Be Chill, Work’S Stressing Me Out..",No,0.0
if you were here you could help me move furniture!,No,0.0
send me the file later pls… btw you looked really good today 😂,Yes,1.0
omg you’re really reliable ??,No,0.0
you’re really reliable?!,No,0.0
bruh i’m trying to be chill but you’re making it hard,Yes,1.0
you’re trouble 😅 🤝,Yes,1.0
dinner? 1 on 1 🥲,Yes,1.0
Ok You’Re Kinda Cute But Whatever,Yes,1.0
i’ll loop you into the email,No,0.0
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU,Yes,1.0
It’S Nice Talking To You,Yes,1.0
thanks for jumping on that quickly,No,0.0
fr you handled that well,No,0.0
what’s the status on the ticket? ✅,No,0.0
PLEASE CONFIRM THE ADDRESS,No,0.0
if you were here you could help me move furniture 💀,No,0.0
busy tonight but if you’re free i can make time 😭,Yes,1.0
i’ll loop you into the email 🤝,No,0.0
PLEASE CONFIRM THE ADDRESS,No,0.0
WHAT TIME IS THE MEETING TOMORROW?,No,0.0
we should hang sometime… just saying,Yes,1.0
bruh good thinking?! 👍,No,0.0
please confirm the address,No,0.0
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏 💀",Yes,1.0
ngl nice work on the presentation 💀,No,0.0
good thinking,No,0.0
stoppp that’s hilarious,No,0.0
CAN YOU SEND ME THE SLIDES LATER? 🥲,No,0.0
you make my day feel lighter ?? 🤝,Yes,1.0
idk CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE???,No,0.0
did you finish the report? also i kinda miss talking to you 💀,Yes,1.0
lmao can you review this PR when you get a chance?!,No,0.0
Why You So Cute Tho 💀,Yes,1.0
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU,Yes,1.0
Did You Pay The Bill Yet??! 😌,No,0.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after 😏,Yes,1.0
highkey you’re a good teammate,No,0.0
omg what’s your ETA? ??,No,0.0
idk I’LL LOOP YOU INTO THE EMAIL ...,No,0.0
sooo YOU HANDLED THAT WELL??,No,0.0
omg you free tonight? just us 😏,Yes,1.0
I Like Our Talks ...,Yes,1.0
omg Are You Available For A Quick Call? 👍,No,0.0
i feel really comfortable with you 😭,Yes,1.0
bruh please confirm the address ?!,No,0.0
lmao you make my day feel lighter,Yes,1.0
I Keep Thinking About You Lol 😭,Yes,1.0
If You Were Here I’D Be Happier 😌,Yes,1.0
that’s a solid point 👀,No,0.0
It’S Nice Talking To You,Yes,1.0
i should sleep but i wanna keep talking to you.. 🙂,Yes,1.0
idk please confirm the address,No,0.0
nah i’m fine 😌 just thinking about you a bit,Yes,1.0
omg i keep thinking about you lol??,Yes,1.0
i didn’t expect to enjoy this convo so much ...,Yes,1.0
you’ve got good energy in meetings 🙃,No,0.0
idk don’t make me laugh in public 👀,No,0.0
you’re making this convo dangerously fun,Yes,1.0
you’re funny lol,No,0.0
You’Ve Got Good Energy In Meetings 🤝,No,0.0
COME OVER IF YOU WANT 👀 🥲,Yes,1.0
Ngl I Miss You,Yes,1.0
tbh Don’T Make Me Catch Feelings,Yes,1.0
highkey CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No,0.0
omg did you finish the report? also i kinda miss talking to you...,Yes,1.0
your feedback was really helpful 👀,No,0.0
i’m glad we talk like this,Yes,1.0
sooo did you pay the bill yet?,No,0.0
"ngl Good Discussion Earlier, Thanks",No,0.0
you’re easy to work with 🤝,No,0.0
we should hang sometime with everyone,No,0.0
lowkey your feedback was really helpful,No,0.0
this is random but i’m happy we’re talking,Yes,1.0
"good discussion earlier, thanks",No,0.0
let me know once it’s fixed,No,0.0
stop being so attractive 🙃,Yes,1.0
bet send me the file later pls… btw you looked really good today,Yes,1.0
highkey you’re a good teammate 🙏,No,0.0
sooo it’s nice talking to you..,Yes,1.0
lol send me the file later pls… btw you looked really good today,Yes,1.0
highkey great job today,No,0.0
Thanks For The Update .. 👀,No,0.0
i’m fine 😌 just thinking about you a bit,Yes,1.0
can you review this PR when you get a chance?,No,0.0
bruh thanks for the update 😌,No,0.0
YOU’VE GOT GOOD ENERGY IN MEETINGS 😏,No,0.0
omg send me the file later pls… btw you looked really good today 🥲,Yes,1.0
nice work on the presentation..,No,0.0
Stop Being So Attractive,Yes,1.0
tbh can you send me the slides later??! 👍,No,0.0
i didn’t expect to enjoy this convo so much??,Yes,1.0
highkey i should sleep but i wanna keep talking to you,Yes,1.0
PLEASE SUBMIT THE FORM BY FRIDAY,No,0.0
i’m fine 😌 just thinking about you a bit 😅,Yes,1.0
did you pay the bill yet? 😌,No,0.0
lmao CAN YOU SEND ME THE SLIDES LATER?,No,0.0
you’re really reliable ..,No,0.0
That Made My Day (Thanks For Helping) 🥲,No,0.0
Can You Send Me The Slides Later? ??,No,0.0
Please Submit The Form By Friday,No,0.0
Thanks For The Update,No,0.0
you make my day feel lighter,Yes,1.0
i’m fine 😌 just thinking about you a bit 😅,Yes,1.0
what’s your ETA? 🙏,No,0.0
Don’T Make Me Laugh In Public 🙏,No,0.0
highkey did you pay the bill yet?,No,0.0
YOU’RE TROUBLE 😅 💀,Yes,1.0
I Keep Thinking About You Lol?! 👍,Yes,1.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
stop being so attractive,Yes,1.0
"I’M Not Flirting, I’M Just Being Nice",No,0.0
OK YOU’RE KINDA CUTE BUT WHATEVER !,Yes,1.0
I’M TRYING TO BE CHILL BUT YOU’RE MAKING IT HARD,Yes,1.0
are you available for a quick call? 🙃,No,0.0
omg Nice Work On The Presentation,No,0.0
bruh appreciate you helping out .. ✨,No,0.0
Let Me Know Once It’S Fixed??,No,0.0
ngl Did You Pay The Bill Yet? 😭,No,0.0
what’s the status on the ticket?,No,0.0
thanks for jumping on that quickly??,No,0.0
DINNER? 1 ON 1..,Yes,1.0
bruh if you were here i’d be happier 😅,Yes,1.0
you free tonight? just us 😏,Yes,1.0
your feedback was really helpful,No,0.0
did you finish the report? also i kinda miss talking to you ✅,Yes,1.0
ngl i’ll loop you into the email,No,0.0
i’ll loop you into the email.. 🙃,No,0.0
please submit the form by friday 🙃,No,0.0
kinda you’re making this convo dangerously fun,Yes,1.0
bruh i’ll loop you into the email...,No,0.0
fr did you pay the bill yet?,No,0.0
GREAT JOB TODAY,No,0.0
highkey ARE YOU AVAILABLE FOR A QUICK CALL? !,No,0.0
fr Ok You’Re Kinda Cute But Whatever 😭,Yes,1.0
Don’T Make Me Catch Feelings,Yes,1.0
YOU ALWAYS MESSAGE AT THE RIGHT TIME,Yes,1.0
highkey DID YOU FINISH THE REPORT? ALSO I KINDA MISS TALKING TO YOU ?! 😏,Yes,1.0
"lowkey good discussion earlier, thanks 👍",No,0.0
LET ME KNOW ONCE IT’S FIXED,No,0.0
WHAT’S YOUR ETA?,No,0.0
lowkey you’re easy to work with,No,0.0
tbh what time is the meeting tomorrow?..,No,0.0
Did You Pay The Bill Yet? 🙂,No,0.0
OK SERIOUS QUESTION… WHEN ARE WE HANGING OUT JUST US ... 💀,Yes,1.0
Dinner? 1 On 1 ✅,Yes,1.0
ngl YOU ALWAYS MESSAGE AT THE RIGHT TIME,Yes,1.0
You’Re Funny Lol,No,0.0
come over if you want 👀 🙂,Yes,1.0
i’m trying to focus but you’re distracting me,Yes,1.0
Come Over If You Want 👀 🤝,Yes,1.0
ngl send me the file later pls… btw you looked really good today,Yes,1.0
YOU HANDLED THAT WELL,No,0.0
you’ve got good energy in meetings 🙂,No,0.0
YOU FREE TONIGHT? JUST US 😏 👍,Yes,1.0
What’S The Status On The Ticket?,No,0.0
"bruh good discussion earlier, thanks",No,0.0
ok serious question… when are we hanging out just us 👀,Yes,1.0
lol you’ve got good energy in meetings 🙂,No,0.0
ngl are you available for a quick call?,No,0.0
ok serious question… when are we hanging out just us 👍,Yes,1.0
Movie Night? Just You + Me...,Yes,1.0
nah send me the file later pls… btw you looked really good today,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏 👀",Yes,1.0
you handled that well 😅,No,0.0
WE SHOULD HANG SOMETIME WITH EVERYONE..,No,0.0
kinda you’ve got good energy in meetings,No,0.0
NGL I MISS YOU,Yes,1.0
what time is the meeting tomorrow?,No,0.0
please confirm the address,No,0.0
i’ll loop you into the email?? 💀,No,0.0
bruh are you available for a quick call?... ✨,No,0.0
bruh please submit the form by friday ✅,No,0.0
ok serious question… when are we hanging out just us ! 😭,Yes,1.0
If You Were Here You Could Help Me Move Furniture?!,No,0.0
can you send me the slides later?,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏..",Yes,1.0
kinda if you were here you could help me move furniture,No,0.0
lowkey I KEEP THINKING ABOUT YOU LOL 🙏,Yes,1.0
we should hang sometime with everyone ✨,No,0.0
you always message at the right time,Yes,1.0
sooo are you available for a quick call?,No,0.0
bruh dinner? 1 on 1,Yes,1.0
ngl LET ME KNOW ONCE IT’S FIXED...,Yes,1.0
thanks for the update ✅,No,0.0
nice work on the presentation 🥲,No,0.0
nah what’s the status on the ticket?,No,0.0
lol ARE YOU AVAILABLE FOR A QUICK CALL? 🤝,No,0.0
lol please submit the form by friday?!,No,0.0
IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE,No,0.0
STOPPP THAT’S HILARIOUS,No,0.0
can you review this PR when you get a chance? 🙂,No,0.0
you’re a good teammate,No,0.0
IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE..,No,0.0
please confirm the address 😂,No,0.0
busy tonight but if you’re free i can make time,Yes,1.0
nah if you were here you could help me move furniture... 👀,No,0.0
lol I’M Not Flirting… But ...,Yes,1.0
Come Over If You Want 👀,Yes,1.0
Did You Finish The Report? Also I Kinda Miss Talking To You,Yes,1.0
that made my day (thanks for helping).. 💀,No,0.0
please submit the form by friday 🙂,No,0.0
You’Re Easy To Work With..,No,0.0
Let Me Know Once It’S Fixed..,No,0.0
bruh What’S Your Eta? 🙏,No,0.0
stoppp you’re making me smile ✨,Yes,1.0
that made my day (thanks for helping),No,0.0
tbh please submit the form by friday,No,0.0
"i’m not flirting, i’m just being nice",No,0.0
You Make My Day Feel Lighter?! 😂,Yes,1.0
"i like you. like, like you 🥲",Yes,1.0
lol this is random but i’m happy we’re talking 😏,Yes,1.0
why you so cute tho..,Yes,1.0
YOU’RE MAKING THIS CONVO DANGEROUSLY FUN?! 💀,Yes,1.0
YOU’RE FUNNY LOL 🙏,No,0.0
sooo you’re easy to work with 😏,No,0.0
you’ve got good energy in meetings,No,0.0
don’t make me laugh in public,No,0.0
you’ve got good energy in meetings 🙂,No,0.0
lowkey CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No,0.0
bet i’m fine 😌 just thinking about you a bit,Yes,1.0
kinda Dinner? 1 On 1 ?? 💀,Yes,1.0
stoppp you’re making me smile! 😏,Yes,1.0
WE SHOULD HANG SOMETIME WITH EVERYONE??,No,0.0
"i’m trying to be chill, work’s stressing me out 😌",No,0.0
you free tonight? just us 😏,Yes,1.0
GREAT JOB TODAY,No,0.0
lol I Feel Really Comfortable With You ...,Yes,1.0
"tbh i’m trying to be chill, work’s stressing me out",No,0.0
